省	AreaCode	SgnQuarter	repost_num	comment_num	praise_num	type	negative_type	positive_type	new_num
内蒙古自治区	150000.0	2013-06	480.0	258.0	40.0	0.0	-45.0	45.0	4026.4267496148004
内蒙古自治区	150000.0	2013-09	302.0	120.0	39.0	-2.0	-42.0	40.0	678.7405092207805
内蒙古自治区	150000.0	2013-12	728.0	90.0	42.0	-21.0	-50.0	29.0	-80.52853499229695
北京市	110000.0	2012-03	20.0	11.0	0.0	-23.0	-27.0	4.0	-308.315854249609
北京市	110000.0	2012-06	57.0	36.0	4.0	-20.0	-26.0	6.0	-674.4409311710199
北京市	110000.0	2012-09	0.0	0.0	0.0	-2.0	-3.0	1.0	-12.84649392706704
北京市	110000.0	2012-12	39.0	31.0	6.0	-9.0	-11.0	2.0	-340.4320890672766
北京市	110000.0	2013-03	11.0	7.0	9.0	2.0	-3.0	5.0	44.96272874473463
北京市	110000.0	2013-06	13.0	12.0	15.0	-1.0	-2.0	1.0	-147.73468016127094
北京市	110000.0	2013-09	2.0	8.0	15.0	2.0	0.0	2.0	173.42766801540503
台湾省	820000.0	2011-06	5.0	0.0	0.0	10.0	0.0	10.0	0.0
台湾省	820000.0	2011-09	264.0	245.0	0.0	-47.0	-147.0	100.0	0.0
台湾省	820000.0	2011-12	20.0	21.0	11.0	-1.0	-11.0	10.0	0.0
台湾省	820000.0	2012-09	0.0	9.0	0.0	-9.0	-12.0	3.0	-113.40332432253919
台湾省	820000.0	2013-03	3.0	2.0	0.0	-11.0	-14.0	3.0	-181.4453189160627
台湾省	820000.0	2013-06	3.0	2.0	3.0	-14.0	-21.0	7.0	-204.12598378057052
台湾省	820000.0	2013-09	427.0	173.0	97.0	23.0	-42.0	65.0	5036.606075543176
台湾省	820000.0	2013-12	812.0	852.0	360.0	6.0	-54.0	60.0	-3611.7691334953215
吉林省	220000.0	2011-06	3.0	0.0	0.0	7.0	0.0	7.0	109.2079939846901
吉林省	220000.0	2011-09	111.0	30.0	0.0	31.0	-15.0	46.0	720.7727602989548
吉林省	220000.0	2011-12	83.0	77.0	0.0	29.0	-1.0	30.0	1889.2982959351389
吉林省	220000.0	2012-03	57.0	24.0	0.0	10.0	-2.0	12.0	840.9015536821138
吉林省	220000.0	2012-06	111.0	93.0	0.0	22.0	-4.0	26.0	1943.902292927484
吉林省	220000.0	2012-09	104.0	105.0	4.0	32.0	-2.0	34.0	2631.9126550310316
吉林省	220000.0	2012-12	71.0	48.0	3.0	7.0	-2.0	9.0	1234.0503320269981
吉林省	220000.0	2013-03	774.0	671.0	8.0	-3.0	-21.0	18.0	15530.479943683582
吉林省	220000.0	2013-06	165.0	164.0	28.0	27.0	-36.0	63.0	3124.8241404762853
吉林省	220000.0	2013-09	222.0	186.0	32.0	26.0	-34.0	60.0	1566.8654642938284
吉林省	220000.0	2013-12	137.0	60.0	55.0	12.0	-28.0	40.0	-733.6411902112288
四川省	510000.0	2011-06	0.0	0.0	0.0	-1.0	-1.0	0.0	-8.598588829620232
四川省	510000.0	2011-09	0.0	2.0	1.0	-1.0	-1.0	0.0	-34.394355318480926
四川省	510000.0	2012-06	171.0	67.0	1.0	23.0	-14.0	37.0	1349.4976956498936
四川省	510000.0	2012-09	197.0	84.0	1.0	45.0	-13.0	58.0	2238.939358691868
四川省	510000.0	2012-12	206.0	104.0	2.0	11.0	-18.0	29.0	2443.40870651761
四川省	510000.0	2013-03	82.0	69.0	13.0	7.0	-33.0	40.0	743.0936718332891
四川省	510000.0	2013-06	38639.0	10269.0	41.0	74.0	-141.0	215.0	251016.6117226178
四川省	510000.0	2013-09	316.0	476.0	49.0	59.0	-70.0	129.0	3478.71888530151
四川省	510000.0	2013-12	209.0	216.0	35.0	-5.0	-56.0	51.0	1703.3529779479552
宁夏回族自治区	640000.0	2011-06	44.0	6.0	0.0	0.0	-9.0	9.0	33.25540906959283
宁夏回族自治区	640000.0	2011-09	29.0	15.0	0.0	11.0	-5.0	16.0	324.24023842853006
宁夏回族自治区	640000.0	2011-12	1.0	1.0	0.0	-1.0	-1.0	0.0	-24.941556802194622
宁夏回族自治区	640000.0	2012-03	32.0	16.0	0.0	-7.0	-14.0	7.0	91.4523749413803
宁夏回族自治区	640000.0	2012-06	81.0	64.0	0.0	-1.0	-11.0	10.0	415.6926133699101
宁夏回族自治区	640000.0	2012-09	18.0	31.0	0.0	4.0	-10.0	14.0	91.45237494138027
宁夏回族自治区	640000.0	2012-12	50.0	11.0	0.0	0.0	-16.0	16.0	24.941556802194636
宁夏回族自治区	640000.0	2013-03	10.0	12.0	0.0	5.0	-2.0	7.0	224.47401121975156
宁夏回族自治区	640000.0	2013-06	21.0	21.0	1.0	-5.0	-32.0	27.0	76.29410719809721
宁夏回族自治区	640000.0	2013-09	42.0	25.0	3.0	-33.0	-44.0	11.0	-423.04303638193807
宁夏回族自治区	640000.0	2013-12	26.0	11.0	3.0	-31.0	-49.0	18.0	-257.73589839826644
安徽省	340000.0	2011-03	41.0	34.0	0.0	2.0	-8.0	10.0	605.7870316325552
安徽省	340000.0	2011-06	43.0	33.0	1.0	11.0	-11.0	22.0	544.4279808328376
安徽省	340000.0	2011-09	148.0	80.0	0.0	6.0	-21.0	27.0	1065.901678125869
安徽省	340000.0	2011-12	111.0	63.0	1.0	11.0	-13.0	24.0	1626.0889638231824
安徽省	340000.0	2012-03	706.0	308.0	1.0	-41.0	-89.0	48.0	-3247.8798415671176
安徽省	340000.0	2012-06	376.0	298.0	5.0	-38.0	-127.0	89.0	2541.7134956155746
安徽省	340000.0	2012-09	608.0	475.0	6.0	-115.0	-235.0	120.0	4628.9896148586795
安徽省	340000.0	2012-12	256.0	211.0	7.0	4.0	-34.0	38.0	2564.895440245022
安徽省	340000.0	2013-03	414.0	312.0	16.0	-18.0	-70.0	52.0	-153.57325243611882
安徽省	340000.0	2013-06	323.0	232.0	39.0	3.0	-64.0	67.0	1985.014490647528
安徽省	340000.0	2013-09	132.0	158.0	38.0	11.0	-34.0	45.0	1142.6016580731211
安徽省	340000.0	2013-12	189.0	193.0	148.0	-25.0	-49.0	24.0	-308.31292448174713
广东省	440000.0	2011-06	17.0	4.0	0.0	8.0	-1.0	9.0	216.76072918287736
广东省	440000.0	2011-09	499.0	244.0	4.0	13.0	-65.0	78.0	1100.8771070416178
广东省	440000.0	2011-12	1430.0	385.0	8.0	-21.0	-168.0	147.0	2882.9093782997143
广东省	440000.0	2012-03	894.0	399.0	0.0	14.0	-122.0	136.0	2990.4018719513806
广东省	440000.0	2012-06	1130.0	590.0	6.0	24.0	-61.0	85.0	3148.2905435438465
广东省	440000.0	2012-09	907.0	367.0	2.0	-22.0	-113.0	91.0	-633.2901420593874
广东省	440000.0	2012-12	1425.0	304.0	7.0	2.0	-75.0	77.0	11712.916456103392
广东省	440000.0	2013-03	1880.0	966.0	71.0	90.0	-113.0	203.0	20245.623257173203
广东省	440000.0	2013-06	760.0	518.0	80.0	60.0	-146.0	206.0	6466.2041861899515
广东省	440000.0	2013-09	1343.0	659.0	323.0	108.0	-78.0	186.0	9593.076925106625
广东省	440000.0	2013-12	6968.0	2083.0	423.0	69.0	-165.0	234.0	12850.176237052874
广西壮族自治区	450000.0	2010-12	14.0	11.0	0.0	13.0	-4.0	17.0	151.27782146159686
广西壮族自治区	450000.0	2011-03	53.0	26.0	2.0	114.0	-17.0	131.0	1299.614011647353
广西壮族自治区	450000.0	2011-06	11.0	6.0	1.0	35.0	0.0	35.0	364.44202443021044
广西壮族自治区	450000.0	2011-09	4.0	3.0	0.0	3.0	0.0	3.0	68.76264611890765
广西壮族自治区	450000.0	2011-12	47.0	27.0	1.0	12.0	-3.0	15.0	171.9066152972692
广西壮族自治区	450000.0	2012-03	41.0	57.0	0.0	8.0	-18.0	26.0	491.9225070115199
广西壮族自治区	450000.0	2012-06	110.0	87.0	3.0	36.0	-24.0	60.0	1413.6000355622225
广西壮族自治区	450000.0	2012-09	56.0	38.0	2.0	20.0	-10.0	30.0	748.9736681734331
广西壮族自治区	450000.0	2012-12	21.0	28.0	1.0	4.0	-1.0	5.0	357.5657598183198
广西壮族自治区	450000.0	2013-03	101.0	55.0	6.0	-14.0	-29.0	15.0	102.5015412171277
广西壮族自治区	450000.0	2013-06	66.0	44.0	4.0	9.0	-21.0	30.0	984.4583532541079
广西壮族自治区	450000.0	2013-09	908.0	510.0	100.0	71.0	-14.0	85.0	16422.308142198915
广西壮族自治区	450000.0	2013-12	158.0	78.0	44.0	41.0	-5.0	46.0	3175.9953930653633
新疆维吾尔自治区	650000.0	2013-06	20.0	24.0	9.0	15.0	-47.0	62.0	211.88606591955994
新疆维吾尔自治区	650000.0	2013-09	2.0	6.0	0.0	0.0	-2.0	2.0	0.0
新疆维吾尔自治区	650000.0	2013-12	0.0	0.0	0.0	-2.0	-2.0	0.0	-11.151898206292632
江西省	360000.0	2013-06	207.0	117.0	21.0	34.0	-37.0	71.0	2850.483838515196
江西省	360000.0	2013-09	328097.0	178355.0	162155.0	254.0	-112.0	366.0	6473019.568242523
江西省	360000.0	2013-12	747102.0	246930.0	197.0	21.0	-112.0	133.0	-12879928.062692951
河北省	130000.0	2011-03	129.0	49.0	0.0	-94.0	-145.0	51.0	-1028.3011021933494
河北省	130000.0	2011-06	13.0	14.0	0.0	-31.0	-39.0	8.0	-329.5836866004327
河北省	130000.0	2011-09	18.0	10.0	1.0	-56.0	-108.0	52.0	-397.65184001552143
河北省	130000.0	2011-12	18.0	0.0	0.0	-64.0	-79.0	15.0	-572.0605417767152
河北省	130000.0	2012-03	75.0	80.0	0.0	-35.0	-61.0	26.0	-216.9225404735587
河北省	130000.0	2012-06	1411.0	867.0	21.0	-10.0	-203.0	193.0	15153.43572782887
河北省	130000.0	2012-09	2522.0	2265.0	15.0	-74.0	-197.0	123.0	29016.28805737497
河北省	130000.0	2012-12	677.0	513.0	4.0	26.0	-57.0	83.0	4005.510299228393
河北省	130000.0	2013-03	268.0	437.0	23.0	-3.0	-75.0	72.0	491.47398594562844
河北省	130000.0	2013-06	404.0	426.0	41.0	36.0	-68.0	104.0	3793.9641924279376
河北省	130000.0	2013-09	320.0	350.0	108.0	11.0	-137.0	148.0	3387.0894862870273
河北省	130000.0	2013-12	247.0	178.0	79.0	59.0	-42.0	101.0	3038.6065794568203
河南省	410000.0	2012-03	2.0	3.0	0.0	8.0	-11.0	19.0	68.16640504834979
河南省	410000.0	2012-06	33.0	30.0	0.0	8.0	-9.0	17.0	401.42438528472655
河南省	410000.0	2012-09	4.0	9.0	0.0	1.0	-7.0	8.0	45.4442700322332
河南省	410000.0	2012-12	44.0	24.0	1.0	-25.0	-36.0	11.0	-121.18472008595523
河南省	410000.0	2013-03	20.0	29.0	1.0	1.0	-6.0	7.0	174.2030351235606
河南省	410000.0	2013-06	65.0	68.0	10.0	4.0	-8.0	12.0	795.2747255640809
河南省	410000.0	2013-09	8.0	12.0	1.0	0.0	-6.0	6.0	22.722135016116603
河南省	410000.0	2013-12	2.0	9.0	2.0	4.0	-3.0	7.0	113.610675080583
浙江省	330000.0	2011-06	0.0	0.0	0.0	-2.0	-2.0	0.0	-18.465768672822154
浙江省	330000.0	2011-09	12.0	0.0	0.0	4.0	-3.0	7.0	129.26038070975508
浙江省	330000.0	2011-12	3.0	3.0	0.0	1.0	-2.0	3.0	64.63019035487754
浙江省	330000.0	2012-03	17.0	5.0	0.0	1.0	-7.0	8.0	120.02749637334401
浙江省	330000.0	2012-06	14.0	14.0	0.0	7.0	-3.0	10.0	267.75364575592124
浙江省	330000.0	2012-09	18.0	31.0	0.0	2.0	-18.0	20.0	350.1949953976847
浙江省	330000.0	2012-12	56.0	16.0	0.0	12.0	-6.0	18.0	637.6786735396981
浙江省	330000.0	2013-03	44.0	14.0	4.0	8.0	-2.0	10.0	523.0463153043527
浙江省	330000.0	2013-06	201.0	154.0	10.0	-14.0	-76.0	62.0	1884.546972702718
浙江省	330000.0	2013-09	98.0	50.0	11.0	-5.0	-41.0	36.0	977.4214759463036
浙江省	330000.0	2013-12	104.0	153.0	33.0	19.0	-50.0	69.0	2228.105043778437
海南省	460000.0	2012-06	184.0	106.0	0.0	-2.0	-16.0	14.0	2219.0017832636636
海南省	460000.0	2012-09	22.0	20.0	0.0	5.0	-4.0	9.0	245.61470120093998
海南省	460000.0	2012-12	0.0	0.0	0.0	2.0	0.0	2.0	16.938944910409653
海南省	460000.0	2013-03	2.0	9.0	1.0	-5.0	-8.0	3.0	-127.0420868280724
海南省	460000.0	2013-06	7.0	3.0	0.0	2.0	-1.0	3.0	33.877889820819306
海南省	460000.0	2013-09	67.0	34.0	3.0	-4.0	-8.0	4.0	694.4967413267958
海南省	460000.0	2013-12	8.0	6.0	1.0	1.0	-1.0	2.0	118.57261437286758
湖北省	420000.0	2011-12	84.0	36.0	0.0	3.0	-46.0	49.0	356.4854284960708
湖北省	420000.0	2012-03	6.0	0.0	0.0	2.0	0.0	2.0	63.375187288190375
湖北省	420000.0	2012-06	12.0	19.0	0.0	-2.0	-24.0	22.0	-23.765695233071384
湖北省	420000.0	2012-09	44.0	73.0	1.0	-178.0	-182.0	4.0	-2329.038132841004
湖北省	420000.0	2012-12	12.0	10.0	2.0	-39.0	-42.0	3.0	-435.7044126063086
湖北省	420000.0	2013-03	2.0	3.0	0.0	-1.0	-7.0	6.0	15.843796822047594
湖北省	420000.0	2013-06	192.0	204.0	72.0	-144.0	-168.0	24.0	-2749.1237570946614
湖北省	420000.0	2013-09	317908.0	141173.0	339.0	185.0	-74.0	259.0	5955435.165141637
湖北省	420000.0	2013-12	3547.0	1114.0	330.0	237.0	-105.0	342.0	37190.80285023506
湖南省	430000.0	2011-09	32.0	33.0	0.0	8.0	-24.0	32.0	37.76905426004119
湖南省	430000.0	2011-12	42.0	26.0	1.0	-37.0	-50.0	13.0	-613.5013580578498
湖南省	430000.0	2012-03	255.0	102.0	1.0	25.0	-41.0	66.0	2955.9796635117523
湖南省	430000.0	2012-06	191.0	129.0	1.0	18.0	-48.0	66.0	1254.0282306568984
湖南省	430000.0	2012-09	2392.0	1661.0	4.0	-16.0	-105.0	89.0	-21459.476384892143
湖南省	430000.0	2012-12	1134.0	314.0	3.0	-97.0	-159.0	62.0	-4003.3008570929255
湖南省	430000.0	2013-03	1603.0	358.0	22.0	-95.0	-163.0	68.0	-5588.786145055122
湖南省	430000.0	2013-06	6435.0	2698.0	89.0	-213.0	-504.0	291.0	57095.88422063899
湖南省	430000.0	2013-09	836.0	413.0	128.0	113.0	-172.0	285.0	7353.799379597887
湖南省	430000.0	2013-12	277.0	125.0	45.0	40.0	-49.0	89.0	2917.3321703014285
甘肃省	620000.0	2013-03	71.0	13.0	4.0	7.0	-33.0	40.0	1097.439270412742
甘肃省	620000.0	2013-06	366.0	115.0	12.0	116.0	-6.0	122.0	7032.3115852899655
甘肃省	620000.0	2013-09	1273.0	297.0	192.0	39.0	-3.0	42.0	19232.89962259763
甘肃省	620000.0	2013-12	2427.0	708.0	526.0	18.0	-9.0	27.0	25320.618219059714
贵州省	520000.0	2011-06	103.0	55.0	0.0	18.0	-3.0	21.0	438.92766926678075
贵州省	520000.0	2011-09	694.0	616.0	0.0	8.0	-44.0	52.0	-6372.5794945399275
贵州省	520000.0	2011-12	3.0	1.0	0.0	-1.0	-2.0	1.0	-8.128290171607052
贵州省	520000.0	2012-03	71.0	26.0	3.0	13.0	-17.0	30.0	674.6480842433856
贵州省	520000.0	2012-06	220.0	297.0	3.0	58.0	-13.0	71.0	4249.734517662617
贵州省	520000.0	2012-09	601.0	678.0	35.0	88.0	-22.0	110.0	9240.698610454383
贵州省	520000.0	2012-12	32.0	16.0	1.0	2.0	0.0	2.0	439.22602344229233
贵州省	520000.0	2013-03	41.0	33.0	6.0	13.0	-8.0	21.0	544.3959167941688
贵州省	520000.0	2013-06	53.0	84.0	4.0	12.0	-9.0	21.0	990.6220781008644
贵州省	520000.0	2013-09	295.0	204.0	38.0	71.0	-6.0	77.0	5783.093704443732
贵州省	520000.0	2013-12	183.0	135.0	23.0	35.0	-2.0	37.0	3691.1501782743358
辽宁省	210000.0	2011-03	0.0	0.0	0.0	2.0	0.0	2.0	16.122024124392002
辽宁省	210000.0	2011-06	5.0	23.0	0.0	9.0	-13.0	22.0	233.76414228701302
辽宁省	210000.0	2011-09	71.0	110.0	0.0	3.0	-96.0	99.0	257.8933674680002
辽宁省	210000.0	2011-12	96.0	172.0	0.0	30.0	-43.0	73.0	596.535722669188
辽宁省	210000.0	2012-03	16.0	17.0	0.0	5.0	-6.0	11.0	-74.4769690211196
辽宁省	210000.0	2012-06	177.0	251.0	1.0	42.0	-44.0	86.0	3123.2881264281064
辽宁省	210000.0	2012-09	74.0	80.0	1.0	28.0	-11.0	39.0	994.5753681951476
辽宁省	210000.0	2012-12	142.0	42.0	0.0	-1.0	-14.0	13.0	198.47087253434194
辽宁省	210000.0	2013-03	92.0	127.0	10.0	9.0	-29.0	38.0	418.29359720078395
辽宁省	210000.0	2013-06	211.0	249.0	6.0	37.0	-30.0	67.0	3002.375137384623
辽宁省	210000.0	2013-09	906.0	452.0	44.0	31.0	-81.0	112.0	3716.1969504484514
辽宁省	210000.0	2013-12	107.0	44.0	8.0	11.0	-4.0	15.0	809.6659298421627
重庆市	500000.0	2013-03	305.0	152.0	7.0	315.0	-8.0	323.0	8431.29844110431
重庆市	500000.0	2013-06	91.0	23.0	8.0	24.0	-2.0	26.0	1639.1072868192064
重庆市	500000.0	2013-09	220.0	16.0	25.0	31.0	-23.0	54.0	1796.2819581580359
重庆市	500000.0	2013-12	105.0	20.0	49.0	18.0	-11.0	29.0	1751.3749092040835
陕西省	610000.0	2012-03	15.0	8.0	0.0	5.0	-5.0	10.0	81.14098045014705
陕西省	610000.0	2012-06	11.0	5.0	0.0	3.0	-4.0	7.0	91.28360300641545
陕西省	610000.0	2012-09	0.0	0.0	0.0	1.0	-4.0	5.0	10.14262255626838
陕西省	610000.0	2012-12	1.0	4.0	0.0	0.0	-5.0	5.0	-50.71311278134191
陕西省	610000.0	2013-03	50.0	21.0	6.0	8.0	-12.0	20.0	497.2434644640385
陕西省	610000.0	2013-06	190.0	89.0	21.0	48.0	-25.0	73.0	2765.728225732346
陕西省	610000.0	2013-09	228.0	176.0	35.0	89.0	-13.0	102.0	4481.208942674262
陕西省	610000.0	2013-12	992.0	381.0	35.0	50.0	-11.0	61.0	14113.151814880504
青海省	630000.0	2013-06	13.0	27.0	1.0	8.0	-7.0	15.0	25.195829525320278
青海省	630000.0	2013-09	211.0	92.0	111.0	62.0	-12.0	74.0	-1117.2340610351118
青海省	630000.0	2013-12	18.0	5.0	7.0	2.0	0.0	2.0	213.9299581261053
黑龙江省	230000.0	2011-03	21.0	2.0	0.0	-5.0	-7.0	2.0	-279.4642744421371
黑龙江省	230000.0	2011-06	37.0	17.0	1.0	-9.0	-12.0	3.0	-214.97251880164387
黑龙江省	230000.0	2011-09	77.0	4.0	0.0	-14.0	-16.0	2.0	-1021.1194643078085
黑龙江省	230000.0	2011-12	0.0	0.0	3.0	-4.0	-5.0	1.0	-75.24038158057536
